Answer ID,Answer,Attachment Ids,NodeID,Node Title,Parent ID,ParentTitle
207_node_2_1585671207268_DE_stayhomeinfo_visit_parents_children_3_1,,55_node_2_1585671207268_DE_stayhomeinfo_visit_parents_children,node_2_1585671207268,DE_stayhomeinfo_visit_parents_children,node_29_1584669648644,DE_Stayhomeinfo
208_node_38_1584669800260_DE_stayhomeinfo_doctor_1_1,<speak> yes. Visits to the doctor are possible. Please make sure to call the doctor's office before visiting a doctor. Many practices have separate areas for patients with infectious diseases and patients without symptoms. Do not enter medical practices without first calling. </speak>,,node_38_1584669800260,DE_stayhomeinfo_doctor,node_29_1584669648644,DE_Stayhomeinfo
209_node_38_1584669800260_DE_stayhomeinfo_doctor_2_1,"<p> Yes, doctor visits are possible. Please make sure to call the doctor's office before visiting a doctor. Many practices have separate areas for patients with infectious diseases and patients without symptoms. Do not enter a doctor's office without first calling. <a href='https://www.zusammen Gegencorona.de/informieren/zuhause-bleiben/' target='_blank'> (1) </a> </p>",,node_38_1584669800260,DE_stayhomeinfo_doctor,node_29_1584669648644,DE_Stayhomeinfo
210_node_38_1584669800260_DE_stayhomeinfo_doctor_3_1,,56_node_38_1584669800260_DE_stayhomeinfo_doctor,node_38_1584669800260,DE_stayhomeinfo_doctor,node_29_1584669648644,DE_Stayhomeinfo
211_node_40_1584669908747_DE_stayhomeinfo_mask_supermarket_1_1,"<speak> No, you don't have to wear a protective mask when entering a store. Keep a minimum distance of one to two meters outside from other people and follow the hygiene instructions. </speak>",,node_40_1584669908747,DE_stayhomeinfo_mask_supermarket,node_29_1584669648644,DE_Stayhomeinfo
212_node_40_1584669908747_DE_stayhomeinfo_mask_supermarket_2_1,<p> You don't have to wear a protective mask when entering a store. Keep a minimum distance of 1 to 2 meters to other people outside and follow the hygiene instructions. <a href='https://www.zusammen Gegencorona.de/informieren/zuhause-bleiben/' target='_blank'> (1) </a> </p>,,node_40_1584669908747,DE_stayhomeinfo_mask_supermarket,node_29_1584669648644,DE_Stayhomeinfo
213_node_40_1584669908747_DE_stayhomeinfo_mask_supermarket_3_1,,57_node_40_1584669908747_DE_stayhomeinfo_mask_supermarket,node_40_1584669908747,DE_stayhomeinfo_mask_supermarket,node_29_1584669648644,DE_Stayhomeinfo
214_node_46_1584670438990_DE_stayhomeinfo_supermarket_1_1,"<speak> You can do purchases. The shops for daily needs are open. However, you should bundle your shopping needs as much as possible and limit the number of your purchases. Please note the hygiene regulations. Coughing and sneezing in the crook of the arm instead of in the hand, and keeping a distance, at least one to 2 meters, to people. And please refrain from buying hamsters. You can also ask older people if you can run errands for them. </speak>",,node_46_1584670438990,DE_stayhomeinfo_supermarket,node_29_1584669648644,DE_Stayhomeinfo
215_node_46_1584670438990_DE_stayhomeinfo_supermarket_2_1,"<p> You can do purchases. The shops for daily needs are open. However, you should bundle your shopping needs as much as possible and limit the number of your purchases. Please note the rules regarding hygiene: coughing and sneezing (in the crook of the arm instead of in the hand) and keeping away (at least 1 to 2 meters) from people. And please refrain from buying hamsters. You can also ask older people if you can run errands for them. <a href='https://www.zusammen Gegencorona.de/informieren/zuhause-bleiben/' target='_blank'> (1) </a> </p>",,node_46_1584670438990,DE_stayhomeinfo_supermarket,node_29_1584669648644,DE_Stayhomeinfo
216_node_46_1584670438990_DE_stayhomeinfo_supermarket_3_1,,58_node_46_1584670438990_DE_stayhomeinfo_supermarket,node_46_1584670438990,DE_stayhomeinfo_supermarket,node_29_1584669648644,DE_Stayhomeinfo
217_node_42_1584669985097_DE_stayhomeinfo_network_congestion_1_1,"<speak> There can always be brief disruptions to the digital infrastructure. All networks in Germany are currently stable. Some telecommunications providers in Germany are currently expanding their infrastructure due to individual capacity bottlenecks. If faults occur, you can still contact service technicians via the usual hotlines. When technicians enter your home, pay attention to the hygiene instructions and keep a distance of at least one to two meters. </speak>",,node_42_1584669985097,DE_stayhomeinfo_network_congestion,node_29_1584669648644,DE_Stayhomeinfo
218_node_42_1584669985097_DE_stayhomeinfo_network_congestion_2_1,"<p> There may always be brief disruptions to the digital infrastructure, at the moment all networks in Germany are stable. Some telecommunications providers in Germany are currently expanding their infrastructure due to individual capacity bottlenecks. If faults occur, you can still contact service technicians via the usual hotlines. When technicians enter your home, pay attention to the hygiene instructions and keep a distance of at least 1 to 2 meters. <a href='https://www.zusammen Gegencorona.de/informieren/zuhause-bleiben/' target='_blank'> (1) </a> </p>",,node_42_1584669985097,DE_stayhomeinfo_network_congestion,node_29_1584669648644,DE_Stayhomeinfo
219_node_42_1584669985097_DE_stayhomeinfo_network_congestion_3_1,,59_node_42_1584669985097_DE_stayhomeinfo_network_congestion,node_42_1584669985097,DE_stayhomeinfo_network_congestion,node_29_1584669648644,DE_Stayhomeinfo
220_node_2_1585240427008_DE_stayhomeinfo_visit60_1_1,"<speak> Visits to the elderly (60 years and up) and people with pre-existing conditions are currently not recommended, as these people are at high risk for a severe course of infection with the novel corona virus. Retirement and nursing homes follow an often very strict visit rule to protect their residents. Out of consideration, contact with the older generation should be limited to phone calls. Childcare, for example when closing school and daycare, should not be undertaken by grandparents. </speak>",,node_2_1585240427008,DE_stayhomeinfo_visit60,node_29_1584669648644,DE_Stayhomeinfo
221_node_2_1585240427008_DE_stayhomeinfo_visit60_2_1,"<p> Visits to the elderly (60 years and up) and people with pre-existing conditions are currently discouraged, as these people are at high risk for a severe course of infection with the novel corona virus. Retirement and nursing homes follow an often very strict visit rule to protect their residents. Out of consideration, contact with the older generation should be limited to phone calls. Childcare, for example when closing school and daycare, should not be taken on by grandparents. <a href='https://www.zusammen Gegencorona.de/informieren/informationen-alltag/' target='_blank'> (1) </a> </p>",,node_2_1585240427008,DE_stayhomeinfo_visit60,node_29_1584669648644,DE_Stayhomeinfo
222_node_2_1585240427008_DE_stayhomeinfo_visit60_3_1,,60_node_2_1585240427008_DE_stayhomeinfo_visit60,node_2_1585240427008,DE_stayhomeinfo_visit60,node_29_1584669648644,DE_Stayhomeinfo
223_node_30_1584669648661_DE_stayhomeinfo_authorities_1_1,"<speak> Job centers and employment offices can be reached by phone, email or fax. In order to be able to continue processing orders on time, some job centers have set up additional phone numbers. The payment to everyone who is on cash benefits such. B. child benefit or child allowance is guaranteed. Those who become unemployed or dependent on basic security can report this by telephone or digitally and request benefits. </speak>",,node_30_1584669648661,DE_stayhomeinfo_authorities,node_29_1584669648644,DE_Stayhomeinfo
224_node_30_1584669648661_DE_stayhomeinfo_authorities_2_1,"<p> Job centers and employment offices can be reached by phone, email or fax. In order to be able to continue processing orders on time, some job centers have set up additional phone numbers. The payment to everyone who is on cash benefits such. B. child benefit or child allowance is guaranteed. Those who become unemployed or dependent on basic security can report this by telephone or digitally and request benefits. <a href='https://www.zusammen Gegencorona.de/informieren/zuhause-bleiben/' target='_blank'> (1) </a> </p>",,node_30_1584669648661,DE_stayhomeinfo_authorities,node_29_1584669648644,DE_Stayhomeinfo
225_node_30_1584669648661_DE_stayhomeinfo_authorities_3_1,,61_node_30_1584669648661_DE_stayhomeinfo_authorities,node_30_1584669648661,DE_stayhomeinfo_authorities,node_29_1584669648644,DE_Stayhomeinfo
226_node_27_1583864651524_DE_spread_animals_1_1,"<speak> Experts estimate that the risk that pets are infected with the corona virus is very low. But they cannot rule it out. The animals themselves show no symptoms, so they don't get sick. But if they are infected, it is possible that they transmit corona viruses via their breathing air or via excretions. </speak>",,node_27_1583864651524,DE_spread_animals,node_7_1583860241528,DE_Spread
227_node_27_1583864651524_DE_spread_animals_2_1,"<p> Experts estimate that the risk that pets are infected with the corona virus is very low. But they cannot rule it out. The animals themselves show no symptoms, so they don't get sick. If they are infected, however, it is possible that they transmit corona viruses via their breathing air or via excretions. <a href='https://www.dw.com/de/corona-sp%C3%A4tsequen-genesene-haben-teil partially-reduzierte-lungfunktion/a-52838231' target='_blank'> (1) </ a> </p>",,node_27_1583864651524,DE_spread_animals,node_7_1583860241528,DE_Spread
228_node_27_1583864651524_DE_spread_animals_3_1,,62_node_27_1583864651524_DE_spread_animals,node_27_1583864651524,DE_spread_animals,node_7_1583860241528,DE_Spread
229_node_18_1583848062428_DE_spread_surfaces_food_objects_1_1,"<speak> The previously known corona viruses remain infectious on surfaces such as doorknobs for an average of four to five days. Like all droplet infections, the new corona virus spreads through the hands and surfaces, which are often touched. Although the virus is new and therefore largely unknown, experts assume that many test results can be transferred via known coronaviruses. There are still no cases where infection from imported toys or other goods has been demonstrated. Initial laboratory tests show that the pathogens can remain infectious for up to 24 hours on cardboard and up to three days on plastic and stainless steel. In general, human corona viruses are not particularly stable on dry surfaces. Because the stability of viruses outside the human organism depends on many environmental factors such as temperature and humidity, infection by post seems rather unlikely. The transmission of SARS Koff 2 via contaminated food is classified as unlikely. There are no indications of SARS Koff 2 infection chains about food consumption, including frozen foods. </speak>",,node_18_1583848062428,DE_spread_surfaces_food_objects,node_7_1583860241528,DE_Spread
230_node_18_1583848062428_DE_spread_surfaces_food_objects_2_1,"<p> The previously known corona viruses remain infectious on surfaces such as doorknobs for an average of four to five days. Like all droplet infections, the new corona virus spreads through the hands and surfaces, which are often touched. Although the virus is new and therefore largely unknown, experts assume that many test results can be transferred via known coronaviruses. There are still no cases where infection from imported toys or other goods has been demonstrated. Initial laboratory tests show that the pathogens can remain infectious for up to 24 hours on cardboard and up to three days on plastic and stainless steel. In general, human corona viruses are not particularly stable on dry surfaces. Because the stability of viruses outside the human organism depends on many environmental factors such as temperature and humidity, infection by post seems rather unlikely. The transmission of SARS-CoV-2 via contaminated food is classified as unlikely. There are no indications of SARS-CoV-2 infection chains on food consumption, including frozen foods. <a href='https://www.dw.com/de/corona-sp%C3%A4tsequen-genesene-haben-teil partially-reduzierte-lungfunktion/a-52838231' target='_blank'> (1) </ a> </p> There are no indications of SARS-CoV-2 infection chains on food consumption, including frozen foods. <a href='https://www.dw.com/de/corona-sp%C3%A4tsequen-genesene-haben-teil partially-reduzierte-lungfunktion/a-52838231' target='_blank'> (1) </ a> </p> There are no indications of SARS-CoV-2 infection chains on food consumption, including frozen foods. <a href='https://www.dw.com/de/corona-sp%C3%A4tsequen-genesene-haben-teil partially-reduzierte-lungfunktion/a-52838231' target='_blank'> (1) </ a> </p>",,node_18_1583848062428,DE_spread_surfaces_food_objects,node_7_1583860241528,DE_Spread
231_node_18_1583848062428_DE_spread_surfaces_food_objects_3_1,,63_node_18_1583848062428_DE_spread_surfaces_food_objects,node_18_1583848062428,DE_spread_surfaces_food_objects,node_7_1583860241528,DE_Spread
232_node_1_1584111296289_DE_spread_air_1_1,"<speak> The most important transmission route is a so-called droplet infection, in which the coronaviruses of infected people or animals are released into the air via droplets and then inhaled. Furthermore, various respiratory pathogens can be transmitted via smear infections. Here, pathogens that are on the hands get to the mucous membranes of the nose or eye, where they can lead to an infection. </speak>",,node_1_1584111296289,DE_spread_air,node_7_1583860241528,DE_Spread
233_node_1_1584111296289_DE_spread_air_2_1,"<p> The most important route of transmission is a so-called droplet infection, in which the coronaviruses of infected people or animals are released into the air via droplets and then inhaled. Furthermore, various respiratory pathogens can be transmitted via smear infections. Here, pathogens that are on the hands get to the mucous membranes of the nose or eye, where they can lead to an infection. <a href='https://www.bfr.bund.de/cm/343/kann-das-neuartig-coronavirus-ueber-lebensmittel-und-vertrstaende-ueberhaben-werden.pdf' target='_blank'> ( 1) </a> </p>",,node_1_1584111296289,DE_spread_air,node_7_1583860241528,DE_Spread
234_node_1_1584111296289_DE_spread_air_3_1,,64_node_1_1584111296289_DE_spread_air,node_1_1584111296289,DE_spread_air,node_7_1583860241528,DE_Spread
235_node_3_1584111301667_DE_spread_feces_1_1,<speak> It has not been sufficiently researched whether viruses can be transmitted via bowel movements. It is currently assumed that the virus is transmitted primarily via smear and droplet infection. </speak>,,node_3_1584111301667,DE_spread_feces,node_7_1583860241528,DE_Spread
236_node_3_1584111301667_DE_spread_feces_2_1,<p> There is insufficient research on whether viruses can be transmitted via bowel movements. It is currently assumed that the virus is transmitted primarily via smear and droplet infection. <a href='https://www.zusammen Gegencorona.de/informieren/basiswissen-uebertragung/' target='_blank'> (1) </a> </p>,,node_3_1584111301667,DE_spread_feces,node_7_1583860241528,DE_Spread
237_node_3_1584111301667_DE_spread_feces_3_1,,65_node_3_1584111301667_DE_spread_feces,node_3_1584111301667,DE_spread_feces,node_7_1583860241528,DE_Spread
238_node_2_1584111299206_DE_spread_no_symptoms_1_1,"<speak> The risk of getting Kowitt 19 from someone with no symptoms is very low. However, many people with Kowitt 19 experience only mild symptoms. This is especially true in the early stages of the disease. It is therefore possible to get Kowitt 19 from someone who, for example, has only a light cough and does not feel sick. </speak>",,node_2_1584111299206,DE_spread_no_symptoms,node_7_1583860241528,DE_Spread
239_node_2_1584111299206_DE_spread_no_symptoms_2_1,"<p> The risk of getting COVID-19 from someone with no symptoms is very low. However, many people with COVID-19 experience only mild symptoms. This is especially true in the early stages of the disease. It is therefore possible to get COVID-19 from someone who, for example, has only a mild cough and does not feel sick. <a href='https://www.who.int/news-room/qa-detail/qa-coronaviruses' target='_blank'> (1) </a> </p>",,node_2_1584111299206,DE_spread_no_symptoms,node_7_1583860241528,DE_Spread
240_node_2_1584111299206_DE_spread_no_symptoms_3_1,,66_node_2_1584111299206_DE_spread_no_symptoms,node_2_1584111299206,DE_spread_no_symptoms,node_7_1583860241528,DE_Spread
241_node_2_1585330220170_DE_spread_heat_cold_1_1,"<speak> The virus can be transmitted to all regions of the world. Neither climate nor weather have a recognizable influence on the virus. Corona viruses can also withstand temperatures higher than 27 degrees. They survive in the human body, where the temperature is around 37 degrees. </speak>",,node_2_1585330220170,DE_spread_heat_cold,node_7_1583860241528,DE_Spread
242_node_2_1585330220170_DE_spread_heat_cold_2_1,"<p> The virus can be transmitted to all regions of the world. Neither climate nor weather have a recognizable influence on the virus. Corona viruses can also withstand temperatures higher than 27 degrees. They survive in the human body, where the temperature is around 37 degrees. <a href='https://www.bmbf.de/de/faktencheck-zum-coronavirus-11162.html' target='_blank'> (1) </a> </p>",,node_2_1585330220170,DE_spread_heat_cold,node_7_1583860241528,DE_Spread
243_node_2_1585330220170_DE_spread_heat_cold_3_1,,67_node_2_1585330220170_DE_spread_heat_cold,node_2_1585330220170,DE_spread_heat_cold,node_7_1583860241528,DE_Spread
244_node_30_1583872772105_DE_spread_general_1_1,"<speak> The new SARS Koff 2 coronavirus is transferable from person to person. The main route of transmission is droplet infection. This can be done directly from person to person via the mucous membranes or indirectly via hands, which are then brought into contact with the oral or nasal mucosa and the conjunctiva. In principle, transmission by smear infection or infection by contaminated surfaces is not excluded. </speak>",,node_30_1583872772105,DE_spread_general,node_7_1583860241528,DE_Spread
245_node_30_1583872772105_DE_spread_general_2_1,"<p> The new SARS-CoV-2 coronavirus is transferable from person to person. The main route of transmission is droplet infection. This can be done directly from person to person via the mucous membranes or indirectly via hands, which are then brought into contact with the oral or nasal mucosa and the conjunctiva. In principle, transmission by smear infection or infection by contaminated surfaces is not excluded. <a href='https://www.bundesgesundheitsministerium.de/coronavirus.html' target='_blank'> (1) </a> <a href = 'https: //www.rki.de/DE/Content /InfAZ/N/Neuartiges_Coronavirus/Steckbrief.html 'target =' _ blank '> (2) </a> </p>",,node_30_1583872772105,DE_spread_general,node_7_1583860241528,DE_Spread
246_node_30_1583872772105_DE_spread_general_3_1,,68_node_30_1583872772105_DE_spread_general,node_30_1583872772105,DE_spread_general,node_7_1583860241528,DE_Spread
247_node_6_1585075043946_DE_covid_preexisting_illness_1_1,"<speak> It can be assumed that people with weakened immune systems will get sick faster and possibly more seriously than healthy people. In addition, older people, smokers, diabetics and hypertension patients are considered to be particularly at risk. It is therefore particularly important for these groups of people to avoid infections. </speak>",,node_6_1585075043946,DE_covid_preexisting_illness,node_5_1585663663262,DE_covid_risk_groups
248_node_6_1585075043946_DE_covid_preexisting_illness_2_1,"<p> It can be assumed that people with weakened immune systems will get sick faster and possibly more seriously than healthy people. In addition, older people, smokers, diabetics and hypertension patients are considered to be particularly at risk. It is therefore particularly important for these groups of people to avoid infections. <a href='https://www.krebsinformationsdienst.de/aktuelles/2020/news012-coronavirus-ansteckungsgefahr-bei-krebs.php' target='_blank'> (1) </a> </p>",,node_6_1585075043946,DE_covid_preexisting_illness,node_5_1585663663262,DE_covid_risk_groups
249_node_6_1585075043946_DE_covid_preexisting_illness_3_1,,69_node_6_1585075043946_DE_covid_preexisting_illness,node_6_1585075043946,DE_covid_preexisting_illness,node_5_1585663663262,DE_covid_risk_groups
250_node_43_1583944888872_DE_covid_risk_people_1_1,"<speak> Although severe courses often occur in people without previous illness, the following groups of people have an increased risk of serious courses. People aged 50-60 years, smokers, people with previous heart or lung diseases, people with chronic liver diseases, diabetes, cancer, or people with a weakened immune system. Patients with autoimmune diseases, such as inflammatory rheumatism, are known to be at increased risk of infection due to the underlying disease itself, but also due to the medication taken. </speak>",,node_43_1583944888872,DE_covid_risk_people,node_5_1585663663262,DE_covid_risk_groups
251_node_43_1583944888872_DE_covid_risk_people_2_1,"<p> Although severe courses often occur in people without previous illness, the following groups of people have an increased risk of serious courses: people aged 50-60 years, smokers, people with previous heart or lung diseases, people with chronic liver diseases, diabetes, with cancer, or people with weakened immune systems. Patients with autoimmune diseases, such as inflammatory rheumatism, are known to be at increased risk of infection due to the underlying disease itself, but also due to the medication taken. <a href='https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Steckbrief.html#doc13776792bodyText2' target='_blank'> (1) </a> <a href = 'https : //www.rheuma-liga.",,node_43_1583944888872,DE_covid_risk_people,node_5_1585663663262,DE_covid_risk_groups
252_node_43_1583944888872_DE_covid_risk_people_3_1,,70_node_43_1583944888872_DE_covid_risk_people,node_43_1583944888872,DE_covid_risk_people,node_5_1585663663262,DE_covid_risk_groups
253_node_1_1585663730576_DE_covid_pregnancy_1_1,"<speak> According to the WHO and its data from China, pregnant women do not appear to have an increased risk of developing a serious illness. Based on the few studies and case reports from China on immune reactions in newborns available to date, transmission in the womb cannot be excluded. In most cases, the children of Kowitt positive mothers show no signs of illness after birth. So far, only isolated cases of diseases in newborns have been described, which may be the result of an infection in the womb. A transmission to the newborn child is possible through close contact and a droplet infection. So far there is no evidence of SARS Koff 2 in breast milk. The data situation is currently not sufficient,",,node_1_1585663730576,DE_covid_pregnancy,node_5_1585663663262,DE_covid_risk_groups
254_node_1_1585663730576_DE_covid_pregnancy_2_1,"<p> According to the WHO and its data from China, pregnant women do not appear to have an increased risk of developing a serious illness. Based on the few studies and case reports from China on immune reactions in newborns available to date, transmission in the womb cannot be excluded. In most cases, the children of COVID-positive mothers show no signs of illness after birth. So far, only isolated cases of diseases in newborns have been described, which may be the result of an infection in the womb. A transmission to the newborn child is possible through close contact and a droplet infection. So far, there is no evidence of SARS-CoV-2 in breast milk. The data situation is currently not sufficient, to safely answer these and other questions about COVID-19 during pregnancy. <a href='https://www.rki.de/SharedDocs/FAQ/NCOV2019/FAQ_Liste.html' target='_blank'> (1) </a> </p>",,node_1_1585663730576,DE_covid_pregnancy,node_5_1585663663262,DE_covid_risk_groups
255_node_1_1585663730576_DE_covid_pregnancy_3_1,,71_node_1_1585663730576_DE_covid_pregnancy,node_1_1585663730576,DE_covid_pregnancy,node_5_1585663663262,DE_covid_risk_groups
256_node_7_1585075715527_DE_covid_babys_children_1_1,"<speak> As it is a novel virus, according to UNICEF it is currently not possible to say what the consequences will be for pregnant women, newborns and children. It is known that people of all ages can become infected with the virus. To date, however, relatively few cases of Kowitt 19 in children have been reported. The virus is only fatal in rare cases - so far, especially in older people with pre-existing diseases. At the moment there is also insufficient knowledge as to whether the coronavirus can have consequences for unborn babies in the womb before birth. </speak>",,node_7_1585075715527,DE_covid_babys_children,node_5_1585663663262,DE_covid_risk_groups
257_node_7_1585075715527_DE_covid_babys_children_2_1,"<p> As it is a new virus, according to UNICEF it is not yet possible to say what the consequences will be for pregnant women, newborns and children. It is known that people of all ages can become infected with the virus. To date, however, relatively few cases of COVID-19 have been reported in children. The virus is only fatal in rare cases - so far, especially in older people with pre-existing diseases. At the moment there is also insufficient knowledge as to whether the coronavirus can have consequences for unborn babies in the womb before birth. <a href='https://www.unicef.de/informieren/aktuelles/blog/coronavirus-was-eltern-und-schwangere-jetzt-wissen-sollten/211680' target='_blank'> (1) </ a> </p>",,node_7_1585075715527,DE_covid_babys_children,node_5_1585663663262,DE_covid_risk_groups
258_node_7_1585075715527_DE_covid_babys_children_3_1,,72_node_7_1585075715527_DE_covid_babys_children,node_7_1585075715527,DE_covid_babys_children,node_5_1585663663262,DE_covid_risk_groups
259_node_4_1584561317963_DE_current_situation_copy1_1_1,"<speak> The situation in other countries is constantly changing, and so are the measures that are being taken in the respective regions and adapted to the current situation. It is therefore advisable to refer to official authorities for updated information. You can also search for specific countries on the WHO website, where you can find further links, or take a look at Tagesschau.de under the heading Abroad. </speak>",,node_4_1584561317963,DE_current_situation_copy1,node_10_1584476638077,DE_Countries
260_node_4_1584561317963_DE_current_situation_copy1_2_1,"<p> The situation in other countries is constantly changing, and so are the measures that are being taken in the respective regions and adapted to the current situation. It is therefore advisable to refer to official authorities for updated information. You can also search for specific countries on the WHO website, for which you can find further links, or take a look at Tagesschau.de under the heading Abroad. </p>",,node_4_1584561317963,DE_current_situation_copy1,node_10_1584476638077,DE_Countries
261_node_4_1584561317963_DE_current_situation_copy1_3_1,,73_node_4_1584561317963_DE_current_situation_copy1,node_4_1584561317963,DE_current_situation_copy1,node_10_1584476638077,DE_Countries
262_node_4_1584561317963_DE_current_situation_copy1_4_1,,74_node_4_1584561317963_DE_current_situation_copy1,node_4_1584561317963,DE_current_situation_copy1,node_10_1584476638077,DE_Countries
263_response_7_1565359271403_response_7_1565359271403_1_1,"The email address you provided is in an invalid format. Unfortunately, I cannot register you for the newsletter. :(",,response_7_1565359271403,response_7_1565359271403,node_5_1565359271403,DE_agent_yes_save_invalid_email_address
264_response_6_1565359271403_response_6_1565359271403_1_1,$ bad_email_response,,response_6_1565359271403,response_6_1565359271403,node_5_1565359271403,DE_agent_yes_save_invalid_email_address
265_node_50_1584068040012_DE_germany_hotline_1_1,"<speak> If you are concerned that you have been infected with the coronavirus, call your family doctor or call the emergency service on number one hundred and sixteen hundred and seventeen. The number of the independent patient advice service Germany is 0 800 0 11 77 22. The number of the Federal Ministry of Health is 030 3 4 6 4 6 5 1 00. For general initial information and contact mediation, dial the authority number 115. Further information and hotlines can be found Please visit the website of the Federal Ministry of Health at the link that appears. </speak>",,node_50_1584068040012,DE_germany_hotline,node_3_1583784059006,DE_Germany
266_node_50_1584068040012_DE_germany_hotline_2_1,"<p> If you are concerned that you have been infected with the corona virus, call your general practitioner by phone or call the emergency service on 116117. The number of the independent patient advice service Germany is 0800 011 77 22. The number of the Federal Ministry of Health is 030 346 465 100. For general initial information and contact mediation, dial the authority number 115. For further information and hotlines, please see the website of the Federal Ministry of Health under the displayed Link. <a href='https://www.bundesgesundheitsministerium.de/coronavirus.html#c17571' target='_blank'> (1) </a> </p>",,node_50_1584068040012,DE_germany_hotline,node_3_1583784059006,DE_Germany
267_node_50_1584068040012_DE_germany_hotline_3_1,,75_node_50_1584068040012_DE_germany_hotline,node_50_1584068040012,DE_germany_hotline,node_3_1583784059006,DE_Germany
268_node_50_1584068040012_DE_germany_hotline_4_1,,76_node_50_1584068040012_DE_germany_hotline,node_50_1584068040012,DE_germany_hotline,node_3_1583784059006,DE_Germany
269_node_18_1584839943273_DE_germany_lockdown_howlong_1_1,"<speak> The currently agreed restrictions on social contacts and public life are initially set until April 18. With the experts, the Federal Government is closely monitoring compliance with the rules and the development of the infection rate. Against this background, the measures taken will be reviewed in due course. Serious estimates of when the number of infected people in Germany will have peaked cannot currently be made. Furthermore, all measures must be based on the actual development of the pandemic. It does what needs to be done. </speak>",,node_18_1584839943273,DE_germany_lockdown_howlong,node_3_1583784059006,DE_Germany
270_node_18_1584839943273_DE_germany_lockdown_howlong_2_1,"<p> The currently agreed restrictions on social contacts and public life are initially set until April 18. With the experts, the Federal Government is closely monitoring compliance with the rules and the development of the infection rate. Against this background, the measures taken will be reviewed in due course. Serious estimates of when the number of infected people in Germany will have peaked cannot currently be made. Furthermore, all measures must be based on the actual development of the pandemic. What is to be done is done. <a href='https://www.bundesregierung.de/breg-de/themen/coronavirus/ausbreiten-coronavirus-1716188' target='_blank'> (1) </a> </p>",,node_18_1584839943273,DE_germany_lockdown_howlong,node_3_1583784059006,DE_Germany
271_node_18_1584839943273_DE_germany_lockdown_howlong_3_1,,77_node_18_1584839943273_DE_germany_lockdown_howlong,node_18_1584839943273,DE_germany_lockdown_howlong,node_3_1583784059006,DE_Germany
272_node_1_1585237115005_DE_germany_consequences_1_1,"<speak> It is open how many people in Germany will become infected with the SARS Koff 2 coronavirus. It is estimated that up to 70% of the population, but it is unclear how long this will happen. The basis of these estimates is the so-called base reproduction number of Kowitt 19. It is 2-3. This means that a contagious person infects 2 to 3 other people. The effects on Germany cannot be predicted. Even if, according to current knowledge, only a small part of the illnesses is difficult, an unchecked wave of illnesses could lead to a considerable burden of illness in Germany due to the lack of immunity. </speak>",,node_1_1585237115005,DE_germany_consequences,node_3_1583784059006,DE_Germany
273_node_1_1585237115005_DE_germany_consequences_2_1,"<p> It is open how many people in Germany will become infected with the SARS-CoV-2 coronavirus. It is estimated that up to 70% of the population, but it is unclear how long this will happen. These estimates are based on the so-called basic reproduction number of COVID-19. It is 2-3. This means that a contagious person infects 2 to 3 other people. The effects on Germany cannot be predicted. Even if, according to current knowledge, only a small part of the illnesses is difficult, an unchecked wave of illnesses could lead to a considerable burden of illness in Germany due to the lack of immunity. <a href='https://www.rki.de/SharedDocs/FAQ/NCOV2019/FAQ_Liste.html' target='_blank'> (1) </a> </p>",,node_1_1585237115005,DE_germany_consequences,node_3_1583784059006,DE_Germany
274_node_1_1585237115005_DE_germany_consequences_3_1,,78_node_1_1585237115005_DE_germany_consequences,node_1_1585237115005,DE_germany_consequences,node_3_1583784059006,DE_Germany
275_node_6_1584331006009_DE_germany_pandemic_1_1,"<speak> On 11 March 2020, the WHO Director General declared the situation regarding diseases with the new coronaviruses to be a pandemic. The declaration of the pandemic has no direct impact on preparations and measures in Germany. Germany took the situation very seriously right from the start and implemented the measures itself, which the WHO is now emphasizing, early on. These are. Inform the population about the risks of the disease. Inform the population about how everyone can protect themselves and ask everyone to do so. If possible, find, isolate, test and treat each case, and if possible find all contact persons to prevent further spread. prepare the hospitals for the expected special situation. Prepare medical personnel and protect them from infections. help each other and take care of each other. </speak>",,node_6_1584331006009,DE_germany_pandemic,node_3_1583784059006,DE_Germany
276_node_6_1584331006009_DE_germany_pandemic_2_1,"<p> On 11 March 2020, the WHO Director General declared the situation regarding diseases with the new corona viruses a pandemic. The declaration of the pandemic has no direct impact on preparations and measures in Germany. Germany took the situation very seriously right from the start and implemented the measures itself, which the WHO is now emphasizing, early on. These are: - Inform the population about the risks of the disease - Inform the population about how everyone can protect themselves and ask everyone to do it - Find, isolate, test and treat as far as possible and find all contact persons if possible, to prevent further spread - Prepare the hospitals for the special situation to be expected - Prepare medical personnel and protect them against infections - Help each other and take care of each other. <a href='https://www.rki.de/SharedDocs/FAQ/NCOV2019/FAQ_Liste.html?nn=13490888' target='_blank'> (1) </a> </p>",,node_6_1584331006009,DE_germany_pandemic,node_3_1583784059006,DE_Germany
277_node_6_1584331006009_DE_germany_pandemic_3_1,,79_node_6_1584331006009_DE_germany_pandemic,node_6_1584331006009,DE_germany_pandemic,node_3_1583784059006,DE_Germany
